review_title,ratings,review_comment,size,asin
Good quality pure cotton,5.0,"My wife loved this dress. We were searching for pure cotton maternity dress, fresh colour dress and found this. The dress is same as in the product pictures and pure cotton. Highly recommended.In terms of size it fit perfectly. I had ordered as per the size guide.",2XL,B0BL1N4KGH
Good,5.0,It's worth for the money.. beautiful design also.. go for it..,L,B0BL1N4KGH
Zip went bad immediately,2.0,Material look wise good but quality of zips and materials are poor,M,B0BL1N4KGH
Excellent product,5.0,Reyally amazing dress same as shown go for buy it ☺️ awesome 👍 dress i loved it 😍,L,B0BL1N4KGH
Best quality product,5.0,Late deliveryBut it Worth'sBest quality with elgant design for sobat lookJust loved this dress,L,B0BL1N4KGH
What a horrible cloth,1.0,"It's fully printed and is made by v low quality rayon, I still don't understand why it is priced at 700 and why are people putting positive reviews.Misleading!!",2XL,B0BL1N4KGH
As expected cloth quality is too good,5.0,As expected cloth quality is too good,L,B0BL1N4KGH
Good,5.0,Nice,2XL,B0BL1N4KGH
.,5.0,I'm absolutely happy with the quality as well. this is valuable products really comfortable nd look woww😍😍  u can definitely buy this one without any doubt.,M,B0BL1N4KGH
Good product,5.0,Very good 😻,XL,B0BL1N4KGH
Worst product. Amazon stop selling cheap products,1.0,"Dear Amazon , if you continue to send cheep quality product your business will go on toss . I bought this maternity dress , before wash the dress was ankle length and after wash it came to knee length. Wah re wag Amazon.",XL,B0BL1N4KGH
Nice product .,5.0,Product Quality is Awesome .It's looking nice after wearing .Amazing print .. . . . . . . . .,L,B0BL1N4KGH
Nice one,5.0,I like very much.,2XL,B0BL1N4KGH
It's too good.,5.0,It's really beautiful n fit....must buy .,L,B0BL1N4KGH
Faded in one wash,1.0,Those prints are very bold and bright so it's not giving you sober look,M,B0BL1N4KGH
Excellent excellent,5.0,Excellent,L,B0BL1N4KGH
Beautiful outfit,5.0,"It looks lovely but it's not that thick, kind of transparent. Everyone said it's nice and look colourful",XL,B0BL1N4KGH
Nice dress,4.0,Nice dress but quality is less as expected.it fits well,M,B09RGFB12N
Good cotton dress,5.0,"Nice to wear during pregnancy specially in summer. Looks good , good material",M,B09RGFB12N
Col,3.0,,2XL,B09RGFB12N
Material not good,2.0,"Material is not as expected, it's not soft cloth and not good as per the price.",L,B09RGFB12N
Nice,4.0,Stiching is poor,L,B09RGFB12N
"Cloth is a little thin but , product is good , exactly like pic shown",4.0,"Cloth is a little thin , but overall the product is good,  exactly the same as shown in pic",2XL,B09RGFB12N
Kurti colour faded in 1 wash,3.0,I like kurti .. Fitting also very gud but kurti colour faded in one wash...,XL,B09RGFB12N
Kurta is not better,1.0,Kurta to dhik hai Lakin kapda acha na hai halki quality hai.,XL,B09RGFB12N
Comfortable,5.0,In good quality and fits perfectly,L,B09RGFB12N
Better than picture,5.0,"It looks bright and beautiful. Color is very decent. Little alteration is required for my size only near waist ,depends on  individuals belly size too. overall good product. Would love to purchase again.",M,B09RGFB12N
Pure cotton,5.0,"I washed it many times but colour didn't fade, good purchase.",L,B09RGFB12N
Must buy,5.0,,L,B09RGFB12N
Size ok but cloth quality is not good,2.0,"Cloth quality is average, not value for money",XL,B09RGFB12N
Too costly.. Below average quality,2.0,Kurti quality doesn't matches its cost..too much costly.. quality of the cloth is not good as shown in picture.,L,B09RGFB12N
Good,5.0,Good quality.,XL,B09RGFB12N
Good,5.0,Good,2XL,B09RGFB12N
Fabric Awesome,5.0,Highly recommended.,XL,B09RGFB12N
Good,5.0,Good,M,B09RGFB12N
Very bad product,1.0,"Looking like very old dress, very bad product.",L,B09RGFB12N
Good dress and good cloth,5.0,Very good dress and fit well... Nice product,2XL,B09RGFB12N
Gud for feeding,4.0,Kurta is gud. But neck k design k vajah se uncomfortable hota he . Cloth quality is gud,no size,B0C57DYX5Z
"Better product, correct fit and design",4.0,Better design,no size,B0C57DYX5Z
Highly recommended,5.0,It's one of the best dress for feeding mothers,S,B0C57DYX5Z
Fabric and look,5.0,Color is descent and looks so nice . Zipper quality is good.,L,B0BG926LT5
Zipper problem,3.0,The product quality and material is good. But the zipper is not working properly.,XL,B0BG926LT5
Worth buying,5.0,Worth buying .good quality,L,B0BG926LT5
Colour brightness is dull,3.0,"Actual colour is so much dull, not bright as shown in picture.",L,B0BG926LT5
Good quality,5.0,Material is too good,M,B0BG926LT5
Good Material,5.0,I like the kurti materialProduct is value for money,M,B0BG926LT5
Pink Kurti,2.0,This dress is ok. Ok. Color is not that vibrant. Its looks that kurti is very warm.Didnt like it.,XL,B0BG926LT5
Nice,5.0,Quality product,M,B0BG926LT5
Awesome product,5.0,Cloth quality is good as it shown in the picture and perfect fit.,M,B0BG926LT5
Nice,5.0,"Good quality ,as shown in figure ☺️.",XL,B0BG926LT5
Good,5.0,Material good...but look wise not as shown in the pic,XL,B0BG926LT5
Color and fitting,5.0,Nice fitting and material quality is also best,L,B0BG926LT5
Satisfied purchase,5.0,"Very nice cloth, good fitting, good stitching. All Dummy shape Kurtis are awesome. Love the brand. :-) keep going 👍🏻🥰",M,B0BG926LT5
Super,5.0,Very nice,L,B0BG926LT5
Poor quality.. genuine...,1.0,Poor quality after one wash.. color will completely go off...,2XL,B0BG926LT5
Very comfertable,5.0,Very comfertable,XL,B0BG926LT5
Awesome 👍 t,5.0,"The material is too soft on my skin .I feel very light by wearing this .this kurti does it great job ,trust me guys go for it...",M,B0BG926LT5
Super comfortable,5.0,Very soft and skin friendly fabricThe two side zippered closures of the dress made it very easy to feed a baby.,XL,B0BG926LT5
Foor quality,1.0,Poor quality after one wash color n cloth shape out...,L,B0BG926LT5
Both are not the colors that i ordered,3.0,,L,B0BG926LT5
Beautiful Kurta!,5.0,Awesome color n soft material. Will update after use (if anything goes wrong).,XL,B0BG926LT5
Very good product with excellent material quality,5.0,Very good product quality and material quality is very good and very good fit too go for it sure,XL,B0BG926LT5
Beautiful,5.0,Beautiful 💓,XL,B0BG926LT5
Dress,1.0,I don't like this dress.very bad😞😞😞.they will not give refund money also.this is cheeting to customer's,M,B0BG926LT5
Very comfortable,5.0,Nice cloth,XL,B0BG926LT5
Not recommended for this price,1.0,It is very dull in color and Color is fading away after one wash only,L,B0BG926LT5
Not exactly as shown,2.0,Cloth is ok.... But sleeves are not same as shown in picture....,XL,B0BG95WQZX
Lovely,5.0,Good,no size,B0BG95WQZX
Nice,4.0,Good one,no size,B07Z7QYZ3X
Review for recent order,4.0,With on time delivery im so happy but  Quality was little not good  it's oky I'm satisfied,L,B07Z7QYZ3X
Beautiful n comfortable,5.0,"Febric is really good,made of fine quality georgette. It has lining. Zip area is perfectly covered no one can find that is was a feeding dress. Thanks",L,B07Z7QYZ3X
Great Product,5.0,Material is good.Fitting also good.Looks great.I like it.,M,B07Z7QYZ3X
Material is so soft,5.0,Comfortable to wear love it,L,B07Z7QYZ3X
Soft material,4.0,The material is smooth and of good quality but the front frill is a bit weird to look at. I feel uncomfortable with the frill to wear outside so I am using it as cozy soft night wear.,no size,B07Z7QYZ3X
Good quality,5.0,"Good for everyday use. Dress is somewhat transparent, especially lighter colour patterns. The feeding zib can be longer. I am tall and wish the dress had more length, dress only till knee.",XL,B07Z7QYZ3X
Not as expected colour not dark as shown in picture,3.0,Colour is not dark..not worth for the price... design is good but the cloth material and colour not worth for the price.,XL,B07Z7QYZ3X
Lovely dress,5.0,"Perfect fit, best zip quality... Very nice feeding dress",2XL,B07Z7QYZ3X
Must buy new mommies,5.0,I love the dress it looks so beautiful. Its like not compromising your dressing sense to feed your baby. Its super awesome material design fitting patterns. Overall a perfect dress for new mom which finally doesn't look like a night gown . Go for it ladies 🤩🥳,no size,B07Z7QYZ3X
Nice Soft Fabric as expected,4.0,"Very nice dress loved it Fabric also very soft, fit is gud overall dress is as expected Best part got thedelivery immediately next day so happy 😊👍",XL,B07Z7QYZ3X
Great fit,5.0,Awesome material and nice fit. Very satisfying,XL,B07Z7QYZ3X
Not good,2.0,Not good,no size,B07Z7QYZ3X
Not up to mark,2.0,Not as bright as which is shown. Fabric is Looking little pale and old,XL,B07Z7QYZ3X
Colour is not bright.,3.0,"The cloth don't look like new, no shine, it's very much faded.If you wear it, you won't fell it's new.Fitting is goodComfortableYou can wear it for long time.Zip and pocket was there. Convenient to use.The only thing is if you are spending thing much money, you should feel like one. by shine and brightness.It feels like old colth.",2XL,B07Z7QYZ3X
Cost waste,1.0,A real product is not like this picture... i was very upset... not worth for buying this... cost was too high.... quality is not well.. Real dress was too thin like paper....,XL,B07Z7QYZ3X
Stylish and pretty,4.0,"I got this dress for 799 and few days later, it went up to 999. My height is 146cm and small size is floor length for me.Pros:Dress looks stylish and the light blue colour is really pretty.The material is so soft and comfortable and is not transparent. I use an underskirt while going out.Plenty of space for pregnant belly.Zips are good quality, long enough for feeding and nicely hidden.I machine washed it 3 times and the colour is not bleeding.Cons:Stitching quality could be better, especially overlock at the edges.Kind of sleeveless other than, the short shoulder flaps.Needs a little bit of ironing, especially on the shoulder flaps.",S,B07Z7QYZ3X
Cloth looks faded and not shown as in picture,3.0,Cloth looks faded and not as shown as in picture,XL,B07Z7QYZ3X
Good not bad .,3.0,The dress is comfortable for feeding but the white lines in the dress is sticking to our hands and in baby's skin . The zib is little bit hard to unzib while handling the baby other wise the dress is good choice.,M,B07Z7QYZ3X
About packaging,3.0,"I have added a photo of the product.The product is very good, but the packaging of the product not good.. The parcel is not really good packed.",no size,B07Z7QYZ3X
Awesome dress,4.0,The dress is really comfortable and a perfect fit after delivery. Nice colour and the material is good.,XL,B07Z7QYZ3X
Didn't like the material,2.0,Sorry this didn't fit me so om returning,L,B07Z7QYZ3X
Amazing dress..,4.0,Fabric is very soft and comfortable..a must buyfor feeding moms,L,B07Z7QYZ3X
Very nice product 😌,4.0,I love it,L,B07Z7QYZ3X
Okay product,3.0,"Product  is same as image, my height is 152 it was ankle length but after wash it reduced a little so I am comfortable.Need ironing after washing.Flows material.Zips good Condition.",M,B07Z7QYZ3X
Good product,4.0,"Good material, comfortable....Large size for 5.3 height is almost near ankle, good quality side zip for feeding....",L,B07Z7QYZ3X
Good,5.0,Good,M,B07Z7QYZ3X
Pretty,5.0,"I loved this dress, when I saw it first it didn't look that great, but once I wore it I fell in love. It is comfortable and it falls perfectly over my belly.It really shows off the belly, but I love it. So perfect for me.",no size,B07Z7QYZ3X
Good quality of cloth.. Comfortable.. Soft,4.0,Nice quality.. Comfortable.. My height is 5.7.. Length is till upto my ankle.. Colour same as expected.. I ordered purple.. Overall good product..,XL,B07Z7QYZ3X
Quality is not upto the price,3.0,Cloth quality is not much good and looks fade in one wash,M,B07Z7QYZ3X
Nice fabric,4.0,Genuine product soft fabric nd nice design. Colour mildly runs in first wash bt dint see much diffrence in the colour,L,B07Z7QYZ3X
Awesome 👌👌,5.0,Must buy product 😊🎊🎊 a perfect fitting with beautiful looks.. thank you Amazon 👏,XL,B07Z7QYZ3X
Material is transparent... except Material everything is good,4.0,Material is transparent,M,B07Z7QYZ3X
Colour is fading,4.0,Colour is fading,M,B07Z7QYZ3X
"Worth buying , beautiful dress , nice fabric, careful with zip edge inside",4.0,It’s absolutely beautiful dress and fabric is very good the only thing which needs improvement is the zip inside for feeding end was hurting to skin .. if tailor would have been lil conscious it could be rectified .. because it really gives scratch to ur bust zip edges are very sharp ..,L,B07Z7QYZ3X
Cloth torned near front neck,3.0,It's very good for feeding and trendy but after using around 4 months cloth looks old and torned near my front neck tat was bad 😞 still i tried to purchase other colors they increased price which is noth worth for this,2XL,B07Z7QYZ3X
